Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"RT @Electroversenet: Article from Nov 28:

THE UN IS RUNNING OUT OF CASH

Could this be the REAL reason for the urgency over #ClimateChangeâ€¦",Be  Gibson,wgibson58,Canada,Not every RT is 'my opinion'--believe in hearing what other people are thinking too.,625,958,FALSE,12/1/2019 17:44
@FOXSports trying hard to sell a @49ers/@Ravens #SuperBowl like the Dems are try to sell #ClimateChangeâ€¦ https://t.co/nvs2XIlY1I,Corey,Corey28706035,United States,#KeepAmericaGreat #QAnon A patriot until the end!,147,274,FALSE,12/1/2019 17:44
@travelweekly Still not getting #ClimateChange are we?,Murray Harrold,hurrymurray,United Kingdom,Business Travel Agent - who still believes in service. Always better than online. Views are strictly my own. #FBPE ðŸ‡ªðŸ‡º,1752,695,FALSE,12/1/2019 17:44
"RT @ArneAlvarado: @afbranco Make Liberal heads Explode?
Have them argue this.
The Milankovitch Cyclical Event known as Climate Change is anâ€¦",the Duke.,biggiebob1969,United States,"US Naval Veteran. I love this Country, swore to uphold the Constitution.

Socialist destroyer!",1049,1130,FALSE,12/1/2019 17:44
RT @SZunes: Odd that a man who so strongly supported a war for oil (which dumped 800 million tons of additional carbon into the atmosphere)â€¦,Donald Pelles,dpelles,United States,"Speaker, author, hypnotherapist for weight loss, smoking, stress, pain, phobias, sports performance, and more",667,723,FALSE,12/1/2019 17:44
"""Waiter, can i have a glass of water""

""Oh sure, a full jar for you, with a swim suit and a paddle boat once you leâ€¦ https://t.co/zUj2iJgz9N",pedalandtringtring.com,pedalandtring,India,Cycling & Travel Blogger. Followed by ðŸ‡¾ðŸ‡ªDutch Cycling Embassy. I Support Cycling as a Sustainable Transport.,1047,4898,FALSE,12/1/2019 17:43
RT @nohouzecalls: #VictoriaFalls in #Zimbabwe is no more~the once majestic #Waterfall has turned into a dry creek and will possibly disappeâ€¦,Casper John,CasperHodMusic,United States,"I am sent to sing positive music to uplift the spirit of all mankind.  David Music is world music.  #playdavidmusic #davidimperialband
#Marijuanawinthewar",35977,36321,FALSE,12/1/2019 17:43
"RT @TXsharon: @exxonmobil @Chevron @BP_America @Shell Some courts have said that #climatechange is a political solution. So, maybe We the Pâ€¦",Frack Hazard Reveal,FrackHazReveal,United States,"Threats to the health and well being of those exposed to fracking, fracked gas, and the pipelines that carry the gas across our countries and planet. #StopNED",3063,4914,FALSE,12/1/2019 17:43
RT @JWSpry: @rjmacar â€œTHE #GlobalWarming scare...is no different. A grandiose con used by globalist elites in their never-ending lust for pâ€¦,Vaughan Nicholls,vpnicholls,New Zealand,"Pro-human, pro-environment, pro-science. 

*Those who can make you believe absurdities, can make you commit atrocities* (Voltaire)",150,97,FALSE,12/1/2019 17:43
A new paper in the Bulletin of the Russian Academy of Science (published bu Springer) reaffirms Russiaâ€™s Academy poâ€¦ https://t.co/wyDdx0eQoV,Sandro Skansi,sandro_skansi,Croatia,"Logician at the Univ. of Zagreb, Analytic Philosophy, Gaming (Fallout), love Lisp, use Python, INTJ. Researching AI, Complexity and Satisfiability. Libertarian.",99,124,FALSE,12/1/2019 17:43
"RT @NathalieSeddon: What a privilege to meet + be on the panel with @Bankfieldbecky and @emilyshuckburgh.

I am looking forward to learningâ€¦",Tunguskastarlight,Lord_Tunguska,France,"Total Liberation, Earth First, ELF,  Close ALL Slaughterhouses: HUMANKIND WILL NOT SHARE, ARM Nature, Biocentrism, Medea Hypothesis, Misanthropic Solutions",211,328,FALSE,12/1/2019 17:43
RT @arikring: @ECOWARRIORSS @MsFowlersays @ChristineMilne @ristori20 @ProfStrachan @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_â€¦,BigEers,BigEers,United States,Navy Vet...22+years. Vietnam Vet. Lifetime Mountaineer. #wv01#USNavyVet #VetsAgainstTrump #VeteransResist #VoteBlue #BlueWave #TheResistance,12471,12465,FALSE,12/1/2019 17:43
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,Ryan Amato,RyanTheMato,United States,ðŸµ Infinitely Curious Yooman ðŸŒŽ#Nature #ClimateChange ðŸ“š ðŸ¦‰#FAU B.B.A. '09 / M.S. Geoscience '20 âš¾ï¸#Yanks ðŸˆ#GMen ðŸ€#Knicks ðŸ”­#NASA ðŸ“š#Absurdism,197,494,FALSE,12/1/2019 17:43
RT @AllanMargolin: Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of control https://t.co/HquRjGxâ€¦,KatrinaResistsðŸ†˜ #CloseTheCamps,KatrinaResists,United States,"ðŸŒ³ huggin, ðŸ¾ savin, homeless helpin, ðŸŒŸ star gazin nerd. Followed by some truly amazing people. â¤ï¸ my #Resistance family! Ready for this to end! #ImpeachTheMF",31370,30882,FALSE,12/1/2019 17:43
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Stephanie,TiffaniCologne,Germany,"SPD Mitglied 
#Klimawandel
#carearbeitmussichtbarwerden #kindergrundeinkommen
#noafd",385,95,FALSE,12/1/2019 17:43
"RT @Electroversenet: Article from Nov 28:

THE UN IS RUNNING OUT OF CASH

Could this be the REAL reason for the urgency over #ClimateChangeâ€¦",Selwyn Love,SelwynLove,New Zealand,"Christ-follower, Husband, Dad, Poppa, Kiwi, successful business manager, experienced educator of adults. Believer in sci. method. Retweets are what interest me.",447,642,FALSE,12/1/2019 17:43
"RT @VirginiaGewin: ""The worldâ€™s efforts to stop #climatechange have been 'utterly inadequate' so far.""
https://t.co/gnpCYYW5g4",Dustin K MacDonald,dustinmacdonald,United States,"Business Analyst. Program Manager. Writer @SWHelperorg Canadian + US LPR. RT/Follows â‰  endorsements, all views are my own.",132,124,FALSE,12/1/2019 17:43
"RT @TylerPrize: This weekend, catastrophic fires are raging across California,  Australia, India, Central Africa, Mexico and Brazil.
Tylerâ€¦",Janet Povey,JanetPovey2,United Kingdom,Retired nurse waking up to the climate emergency!,18,45,FALSE,12/1/2019 17:43
Two wealthy older white men on #MeetThePress discussing the diverse coalition they are leading on #ClimateChange. Aâ€¦ https://t.co/IHYrC8eNh7,Daryn DeZengotita,daryndez,United States,I'm a coworking evangelist and a social media strategist. Working to turn Texas Blue and standing up for the least of these. Texas A&M '87,775,1907,FALSE,12/1/2019 17:43
RT @DiCali007: 14 Dems w/ their Families R off to #Spain for climate talks-They r flying on separate planes to get there. More evidence ofâ€¦,ðŸ‡ºðŸ‡¸â¤ï¸ðŸ‡ºðŸ‡¸ Di Cali  ðŸ‡ºðŸ‡¸â¤ï¸ðŸ‡ºðŸ‡¸,DiCali007,United States,â¤ï¸ðŸ‡ºðŸ‡¸ðŸ™F4F ðŸ‡ºðŸ‡¸ I â™¥ï¸ my President! Tired of politics as usual ðŸ‡ºðŸ‡¸ðŸ™ Loyal to our Constitution and GodðŸ™ðŸ‡ºðŸ‡¸ #KAG #WALKAWAY ðŸ”´ðŸ‡ºðŸ‡¸ #Trump2020ðŸ‡ºðŸ‡¸â¤ï¸ðŸ’¯,4708,5057,FALSE,12/1/2019 17:42
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",pirkko elfvengren,pirkkoelf,Finland,special education teacher/erityisopettaja e-learning/oppimisprojektit/museum pedagogy/se suuri rakkaus/climate change/nopeat toimet,1254,2606,FALSE,12/1/2019 17:42
RT @arikring: @ECOWARRIORSS @MsFowlersays @ChristineMilne @ristori20 @ProfStrachan @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_â€¦,Michelle Clarke,canisgallicus,Ireland,Publisher; lifelong learner instigated by traumatic brain injury; Augment memory daily using Twitter. Activist: TBI Mental Health Cancer Politics Economics,2454,3710,FALSE,12/1/2019 17:42
"@EFC_Wolfstein @UKLabour If you believe #ClimateChange ""is NOT a RW v LW battle"" why are you being political aboutâ€¦ https://t.co/ks9O1C9jE9",Dave's Brexit Politics,brexit_politics,United Kingdom,Brexit news & views. Managed by @DavidLaw from @SEOGoldUK SEO Marketing Services https://t.co/zldhdTSC4J Not affiliated with or paid for by any political party.,34416,36351,FALSE,12/1/2019 17:42
RT @BhavreenMK: Indian govt/@narendramodi cancel @jairbolsonaroâ€™s visit to #India as guest-of-honor during #RepublicDay. U cannot curb #Cliâ€¦,Utopianys,utopianys,India,"Indian.
ðŸŒ² lover.
Solution exists for every problem except the will to implement it.",37,676,FALSE,12/1/2019 17:42
"Five reasons #climatechange is the worst environmental problem the world has ever faced https://t.co/DEG5yFiAWq
Theâ€¦ https://t.co/RNCBSyxrWF",Robert Pujol i Vives,rpujolvives,Spain,"Qui no li cal aprendre mÃ©s no ha aprÃ¨s res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1299,1602,FALSE,12/1/2019 17:42
Egypt will soon be home to Africaâ€™s first vertical forest #ClimateChange #africa #egypt #innovation viaâ€¦ https://t.co/STJpCboxD3,Data Storage,DataStorage2,United Kingdom,"Enterprise storage is a centralised repository for business information that provides common data management, protection and data sharing functions",158,1130,FALSE,12/1/2019 17:42
RT @AllanMargolin: Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of control https://t.co/HquRjGxâ€¦,Anita Jones,AnitaWade104,United States,Happily married for 41 years.  Lucky to live in the beautiful state of California!  I don't mean to offend anyone but Trump and those that support him.,7326,7798,FALSE,12/1/2019 17:41
"RT @VanberghenEU: La ""seule"" rÃ©serve naturelle @Donderberg2 #BruxellesVille,!The best way you can show @PhilippeClose @BenoitHellings @Timmâ€¦",Hazel McDonaldâš«,hazelglasgow,United Kingdom,"Add me to a list and you will be immediately blocked!

Long held dream to see an independent Scotland in the EU. It will happen!",6534,2354,FALSE,12/1/2019 17:41
"Western Skies PhotographyÂ©
#skies #clouds #cloudscape #cloudscapephotography #sunset #sunsets #sunsetphotographyâ€¦ https://t.co/g79CK1Oynt",eugene power-artist,eugpower,United Kingdom,mixed media artist,541,729,FALSE,12/1/2019 17:41
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Zahran CR,ZahranCR,India,A hobbyist #bird watcher and #photographer from          ðŸ‡µðŸ‡°  P A K I S T A N  ðŸ‡µðŸ‡°,5116,383,FALSE,12/1/2019 17:41
RT @glengyron: Helpful reminder: eventually bushfires stop. And youâ€™re left with a desert ðŸœ #blessed #climatechange #nswfires,Bella & Vinnie ðŸðŸ‚ðŸƒ,marilynwinders,United States,"I TALK TO DOGS & CATS and I fight for what is right in this world! #ZSHQ #EndBSL #TheAviators #TheRuffRiderz #BarnyardLawyer
https://t.co/AFxQCjhRfo",5494,3196,FALSE,12/1/2019 17:41
"RT @moving4climate: ðŸŒŽ MOVING #4CLIMATENOW! 

ðŸš´â€â™€ 50 #ClimateFighters have ridden  &gt;500 km. on bike to bring a Manifesto at #COP25, claimingâ€¦",Manuel del Jesus,manudeljesus,Spain,Assistant Professor of Hydrology. Scientific Engineer.,127,79,FALSE,12/1/2019 17:41
RT @arikring: @ECOWARRIORSS @MsFowlersays @ChristineMilne @ristori20 @ProfStrachan @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_â€¦,Bonga MbokaziÂ®,bonga_online,South Africa,Online Marketing Practitioner â€¢ Global #Tech Enthusiast â€¢ Digital Entrepreneur  â€¢ #crypto â€¢ #business â€¢ #tech â€¢ #invest â€¢ #brands â€¢ #blockchain â€¢ #MyVibes,7555,7526,FALSE,12/1/2019 17:40
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",Sardaralamgir,Sardaralamgir2,Pakistan,chief reporter/ Anchor person at Royal News,49,124,FALSE,12/1/2019 17:40
RT @seifkabelele: HERE ARE THE SPEAKERS &amp; MODERATOR at the KUSI IDEAS FESTIVAL #KusiIdeasFestival: #Next60Africa #NMGat60 #Next60 co-hostedâ€¦,Edson   sosten,ESosten,Tanzania,Strategic Communications | Digital Marketing & Advocacy strategist | #SEO | Project management & Social Innovator. Founder @Tiba_Tanzania,448,702,FALSE,12/1/2019 17:40
RT @4AnonxTruther: @Surfhempster @wanderinganimal @Loggerhead_ @allycl17 @LuvsShinyObjs @bonlives68 @lbox327 @EdwardGheer @iamlisakirk @Awnâ€¦,E Markiewicz-Frye,paniela100,United States,"CHRISTIAN American Polish ðŸ’  horses, apple farm, GOD and his angels  SAVING ðŸŒŽ! ðŸ‘¼.  NO #chemtrails!ðŸ‘WWG1WGA  ZA  NASZA I WASZA WOLNOSC ðŸ’Ÿ",1954,1952,FALSE,12/1/2019 17:40
RT @UNDPClimate: How can we multiply the benefits of #ClimateChange adaptation? @ClimateHome looks at Ethiopia &amp; Samoa as examples where adâ€¦,Greenalytics,Greenalytics17,Mexico,Compartimos informaciÃ³n relevante acerca de estrategias y polÃ­ticas que impulsan el cumplimiento de los 17 @SDGoals | Financiamiento Sustentable&EdificiosVerdes,2355,1969,FALSE,12/1/2019 17:40
"RT @DRajesh_UG4PH: The increasing number of disasters only proves that we all are losing the race against #climatechange,#climateaction isâ€¦",ðŸ¦‘SQUIDâ€¢PROâ€¢QUOteðŸ˜®call me Pat.Riot!,SDDNP,United States,ðŸ‡ºðŸ‡¸Naturalized Pat.RiotðŸ‡ºðŸ‡¸ Want me 2followU? unlock acct-Must Vet #CivilDissObedience ðŸ†˜JustICE ainâ€™t blindâ€”nor JUSTðŸ†˜ @PattiHewes #BLM #Science #Medicare4All,19781,19907,FALSE,12/1/2019 17:39
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Elvis James ,jameselvi256,Kenya,"self-motivated/driven by passion/A believer//Nature enthusiast.
Co-Founder and director of programmes and communication: Conservation Dream Kenya",177,166,FALSE,12/1/2019 17:39
"RT @herbivore_club: Someone: Our children will pay the price of #ClimateChange

my brain: 
donâ€™t say it
donâ€™t say it
donâ€™t say it
donâ€™t sayâ€¦",Proud â“‹egan,GrahamCD62,United Kingdom,"Bad men need nothing more to compass their ends, than that good men should look on and do nothing - John Stuart Mill",5698,4337,FALSE,12/1/2019 17:39
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Matthew,interstellamatt,United Kingdom,No Data Available,147,112,FALSE,12/1/2019 17:39
4 degrees warmer: ONLY the green spaces remain liveable. ONLY. Please share broadly this graph that speaks more thaâ€¦ https://t.co/uPtL1CbFa2,Emilie Martin,ShiftToGreen,Kenya,"Franco-German ðŸ‡«ðŸ‡·ðŸ‡©ðŸ‡ª, researcher/consultant, mother, cyclist, working on greener transport ðŸšŒ and fairer cities ðŸ™ï¸",98,442,FALSE,12/1/2019 17:39
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Conservation Dream,conservation_dk,Kenya,"Our Mission
We strive for better environment trough active management and restoration of degraded ecosystems,public awareness and building climate resilience.",39,50,FALSE,12/1/2019 17:39
"RT @CarbonBubble: Mark Carney: #COP26 UN climate change conference ""provides a platform to bring risks from #ClimateChange &amp; the opportunitâ€¦",Greenalytics,Greenalytics17,Mexico,Compartimos informaciÃ³n relevante acerca de estrategias y polÃ­ticas que impulsan el cumplimiento de los 17 @SDGoals | Financiamiento Sustentable&EdificiosVerdes,2355,1969,FALSE,12/1/2019 17:39
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Lunar Heritage,Lunarheritage,United Kingdom,"Interested in authentic tales of Space Exploration? Check Royal Museums Greenwich on the man who mapped the moon for NASA -Ewen Adair Whitaker, FRAS (1922-2016)",6111,6190,FALSE,12/1/2019 17:39
RT @Cipotato: The Andes comprise a crop #biodiversity hotspot where #ClimateChange is happening faster that in other regions. This createsâ€¦,Pablo I. Alvarez-Romero,pabloialvarezr,Ecuador,"Ecuadorian. Plant Pathologist, Botanical and Translational Epidemiologist. Also, I am interested in Fungicide Resistance, Phytobiomes, Big Data and Big Biology",313,635,FALSE,12/1/2019 17:38
"RT @Planetary_Sec: ðŸ‡«ðŸ‡· ðŸ‡¬ðŸ‡· ðŸ‡®ðŸ‡¹ 

Storms in France, Greece and Italy leave â€˜biblical destructionâ€™  

âž¡ï¸ https://t.co/Ak4Vbh2QVz

#ClimateEmergeâ€¦",Peter Kandutsch,KandutschP,Austria,"â¤ï¸A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.â¤ï¸",30120,29704,FALSE,12/1/2019 17:38
"RT @Planetary_Sec: ðŸŒ 

Climate change: The burden on women is increasing as they are left to take care of their children and land, while meâ€¦",Peter Kandutsch,KandutschP,Austria,"â¤ï¸A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.â¤ï¸",30120,29704,FALSE,12/1/2019 17:38
"RT @Perla_Trevizo: #ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonCâ€¦",Alan Fossler,alanfossler,United States,Montgomery County editor for @HoustonChron | @ConroeCourier via @SMU.                                                         â€œAnd so on.â€ â€” Kurt Vonnegut,1520,1001,TRUE,12/1/2019 17:38
"RT @GabeFilippelli: I love this reasonably considered roadmap to taking immediate and equitable action on #ClimateChange
@KGeorgieva

httpsâ€¦",Hali Rederer,its_outta_here,United States,"Biology Graduate Student, Urban Planner; Returned Peace Corps Volunteer; Picture is Tomales Bay Ca. Where I Research Marine Ecology",2398,3855,FALSE,12/1/2019 17:38
"#ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonChron",Perla Trevizo,Perla_Trevizo,United States,Environment reporter for the @HoustonChron. For tips and story ideas: perla.trevizo@chron.com or 713-362-7464.,2768,1836,TRUE,12/1/2019 17:37
"RT @WMO: ""The last 5 years have been the hottest ever recorded. Sea levels are the highest in human history. Ice caps are melting at unprecâ€¦",Meteoranews,TIEMPO_METEORA,Spain,Empresa de Servicios Especializados de MeteorologÃ­a en cualquier lugar del mundo.,136,35,FALSE,12/1/2019 17:37
"RT @UNFCCC: Next year, countries are set to provide updated Nationally Determined Contributions (NDCs) under the #ParisAgreement. 

This wiâ€¦",Alfredo RomÃ¡n BenÃ­tez,Alfredo_Romanb,Mexico,"Circular Economy Expert, Tetra Pak MÃ©xico",85,1021,FALSE,12/1/2019 17:37
"In 1900 the deliberate burning of fossil fuelsâ€”almost entirely, at the time, coalâ€”produced about 2bn tonnes of carbâ€¦ https://t.co/DCn5xBmhSy",David Svab,DavidSvab,Czech Republic,"Sustainable development, #inno4dev, #Agenda2030, #SDGs. @VSEcz & @UNC_Colorado alum. Economic empowerment at @UN_Women, previously with @UNDP. Tweets my own.",596,465,FALSE,12/1/2019 17:37
"RT @VisualPersist: Important to understand the size of #TyphoonTisoy and landfall coverage of the strongest area.
#TyphoonKammuri has a larâ€¦",Julie Juel Andersen,julie__juel,United States,MA Candidate in International Affairs @NewSchool_IA,29,301,FALSE,12/1/2019 17:36
"RT @ProfStrachan: UN appoints #MarkCarney to help finance #ClimateChange goals

""He replaces billionaire
#MichaelBloombergÂ in the part timeâ€¦",Dr Candida Spillard,CandiSpillard,United States,"#Fantasy & #SciFi #writer. Loves #Yorkshire and our #NHS. Rocks an #ISS sun-top even when it's raining. 

#Author, #ThePriceofTime

Instagram c.spillard",2287,2051,FALSE,12/1/2019 17:36
"#RobertSwan was the first person to WALK to both poles: Arctic + Antarctica

Today, you can no longer walk...thereâ€™â€¦ https://t.co/ksPPbiiuVP",Beth Foraker,inclusionchick,United States,"Married to a great guy, mom to 4 -- found my calling with #education #inclusion #catholicschools  and hashtags :)",3052,3041,FALSE,12/1/2019 17:36
"@VP @realDonaldTrump @VP, You should be ashamed, not proud, that America is now digging up #FossilFuels, sending itâ€¦ https://t.co/wZr3yRJbVU",WeThePeople,FracturedUnion,United States,"Born American, half caucasian & minority, I love this country, its freedoms, diversity, ingenuity and beauty, but know its history is a stain on planet Earth.",13,36,FALSE,12/1/2019 17:36
"East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events thaâ€¦ https://t.co/QiYIIPdHPL",Leah Namugerwa,NamugerwaLeah,Uganda,"15 Y.O #ClimateChange activist and #FridaysForFuture striker with @Fridays4FutureU
#KeepMamaAfricaGreen",9597,553,FALSE,12/1/2019 17:36
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",ahmad,HassanSalehin,Malaysia,Get used to a rough life....for luxury does not last forever..........umar ibn al-khattab,8454,5617,FALSE,12/1/2019 17:36
"RT @RebeccaH2020: Did you know:
ðŸ‹ One Whale Is Worth Thousands of Trees in Climate Fight
Great whales are the carbon-capture titans of theâ€¦",EARTH AID,NoahsArkCrew,United Kingdom,Noahs Ark Earth Rescue Campaign GENUINE SOLUTIONS to stop global warming + human extinction and save South Pacific island nations vanishing beneath rising ocean,1749,4810,FALSE,12/1/2019 17:36
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",Ri Ja,rijawakhidia,Indonesia,"Historian | Student of State Islamic University Jakarta, Majoring in Islamic Civilization & History - Middle East Studies, Faculty of Humanities",694,276,FALSE,12/1/2019 17:36
"RT @CleanAirMoms: ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥

UN: â€˜Quick winsâ€™ needed to keep climate goals within reach #climatechange

https://t.co/34bdwu6v2M",EARTH AID,NoahsArkCrew,United Kingdom,Noahs Ark Earth Rescue Campaign GENUINE SOLUTIONS to stop global warming + human extinction and save South Pacific island nations vanishing beneath rising ocean,1749,4810,FALSE,12/1/2019 17:35
"Nice!
#LeonardoDiCaprio 
Responds To #Brazilian Presidentâ€™s 
#AmazonFires Accusation
https://t.co/0MRJztwq60 viaâ€¦ https://t.co/JhINFsCrUE",Yolanda G. Lemaitre,Yolibeans,United States,"Peace, Amazon Rainforest, Climate Change, Ocean & Human Rights Activist. THE AMAZON RAINFOREST recycles 20% of the oxygen in our planet. Keep the AMAZON ALIVE.",6517,12178,FALSE,12/1/2019 17:35
"RT @NewSecurityBeat: Soon, ""some islands and low-lying metropolitan cities will likely become â€œuninhabitable.â€ because of #ClimateChange weâ€¦",Stacy D VanDeveer,StacyDVanDeveer,United States,"Professor, Fan of Evidence & Reason -- Environments, Resources, Humans, Governance & some Snark -- Better Is Possible, Democracy is Worth Defending",4152,4076,FALSE,12/1/2019 17:35
"RT @UNFCCC: Speaking to the media one day ahead of #COP25, @UN Chief @antonioguterres today called for an end to the ""war against nature"" aâ€¦",LAURA LOPEZ,ll_lcda,Venezuela,No Data Available,280,1310,FALSE,12/1/2019 17:35
"RT @presscoreca: Irrefutable proof Greta Thunberg is being used by Pope Francis to sell hoax (fraud) he mfg in ENCYCLICAL LETTER

LAUDATO Sâ€¦",Allan T,allantowler1,United States,Feats don't fail us now..  Looking forward to a independent west.,2118,920,FALSE,12/1/2019 17:35
"RT @SethDalua: Here's Trump in his ""golf convoy"" and yet boo-hoo billionaires say they can't afford green policies . . .

Meanwhile, 
NATOâ€¦",Seth D'Alua â“‹,SethDalua,France,"#EnvironmentalEthics #Philosophy #AugmentedMorality #Psychology #MoralityIndex #Evolution #SETI #Complexity #Negentropy #CNSi
#Empathic #Solar #Vegan #Future",1281,1262,FALSE,12/1/2019 17:35
RT @AlanJCritchley: Two photos that sum up the state of things #Colchester. The serious candidates â¦@MartinGossPPCâ© â¦@Tina4Colchesterâ© â¦@Maâ€¦,Londoner in Colchester ðŸ”¶ #FBPE,colchlondoner,United Kingdom,Arsenal and Smashing Pumpkins fan. A Liberal Democrat and Remainer.,1049,2069,FALSE,12/1/2019 17:35
"RT @UNEP: The â° is ticking on #ClimateChange &amp; the ðŸŒŽ cannot afford to waste more time. 

That is why a bold, decisive, ambitious way forwarâ€¦",ð“œð’†ð’‚ | system change not climate change,hannameas_,India,persist & resist ðŸŒˆ summum bonum | MS Marine Science Ã— @UPCSSC Ã— @COPE_UP Ã— @AghamYouth_UPD Ã— BS MBB '19 Ã— MaSci '15 | Î¦Î”A | ig: @hahannahmae_,813,1311,FALSE,12/1/2019 17:35
Are you a UK voter? According to @Independent Tories and Brexit parties are the worst for climate changeâ€¦ https://t.co/kznwSRET6O,Lauren Weekes,LaurenBWeekes,United Kingdom,Zoologist dedicated to shark conservation and research. PADI Divemaster. All views own.,653,1025,FALSE,12/1/2019 17:35
"RT @PaulEDawson: Why a doctor is taking to the streets  to fight climate change.

I worry about the future of my children and our planet.â€¦",Mimi Stewart,Sen_MimiStewart,United States,"After serving as a NM State Rep for 20 years, I moved to the State Senate. Education is my career/knowledge base; our environment & the arts are my passion.",3862,2009,FALSE,12/1/2019 17:35
"Earth Temperature Timeline: https://t.co/N580PGqOBC

#Temperature #Timeline #Climate #ClimateChange https://t.co/hf8sueTxU7",OutwardBoundFinland,OutwardBoundFIN,Finland,"Outward Bound Finland ry is a non-profit organization, using experiential outdoor education on the courses and trainings.  #SuomiOB  #Outdoors  #EDU",3190,1250,FALSE,12/1/2019 17:35
"Ontario, Saskatchewan, N.B. premiers to announce nuclear reactor deal https://t.co/gAK6XaK00V #Agriculture #Waterâ€¦ https://t.co/aOV7td4Ll8",Paul Stewart,PaulStewartII,Canada,"Canadian. Keen interest in geopolitics. Share fact based views in serious, at times entertaining way. Bots blocked. https://t.co/21MBb9PRnK",5572,3793,FALSE,12/1/2019 17:35
"In the fight against #climatechange, no one can stand on the sidelines - CNN https://t.co/Xpp0bvylIe",Thorsten Heller,ThoHeller,United States,"CEO at @greenbirdIT. Thoughts on #IoT, #BigData, #DataScience, #AI, #Microservices, #Kubernetes, #Docker, #Devops, #Java, #Startups & #DigitalTransformation.",26889,20365,FALSE,12/1/2019 17:35
"RT @JavierBlas: Another sign of the rising importance of climate change discussions, and the inter-link between policy, business, markets aâ€¦",Nayla Razzouk,nayrazz,UAE,Bloomberg News Team Leader for Energy and Commodities in the Middle East & North Africa. RTs are not endorsements.,6020,1129,TRUE,12/1/2019 17:34
Anyone else Forsee a future where the ones that can afford it will be paying lot Money to live in higher life purpoâ€¦ https://t.co/cKUjlEpLVl,CC.,camcruise,Ireland,Environmental issues. Myalgic Encephalomyelitis Campaigner with @MEadvocatesIre. LYME and Arthritis awareness .Eye on corrupt politics! Makeup Artist,2094,2344,FALSE,12/1/2019 17:34
"RT @RebeccaH2020: Sir David Attenborough says it is ""shameful"" of the Prime Minister not to attend last night's #climatechange debate. 

""Iâ€¦",Hali Rederer,its_outta_here,United States,"Biology Graduate Student, Urban Planner; Returned Peace Corps Volunteer; Picture is Tomales Bay Ca. Where I Research Marine Ecology",2398,3855,FALSE,12/1/2019 17:34
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",elliecb,smallbits,United States,"I'm a certified sustainable building advisor, & some day, I'd like to vertical farm. EIEIO, baby. For now, busy tweeting about sustainability, music & baseball.",3021,4991,FALSE,12/1/2019 17:34
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",HCRFF-USA,hcrffngo,United States,"Global Humanitarian 501C3 NGO USA ECOSOC SP.2017, @UNEnvironment Youth/OBSERVER @UNMGCY NGO Accredited @IYFWorld, Train w @UNmigration @iaeaorg #SDG Trademarks",1250,2313,FALSE,12/1/2019 17:34
